Module Name: 1 Module Base 00400000
SectionNumber: 00000001   SectionVirtualAddress: 00401000
SectionNumber: 00000002   SectionVirtualAddress: 00498000
SectionNumber: 00000003   SectionVirtualAddress: 0049f000
SectionNumber: 00000004   SectionVirtualAddress: 004a2000
SectionNumber: 00000005   SectionVirtualAddress: 004a3000
seg:offset: 0001:0008B720  Address: 0048c720  symbol£ºloc_48C720
seg:offset: 0001:0008B749  Address: 0048c749  symbol£ºloc_48C749
seg:offset: 0001:0008B74C  Address: 0048c74c  symbol£ºloc_48C74C
seg:offset: 0001:0008B758  Address: 0048c758  symbol£ºloc_48C758
seg:offset: 0001:0008B761  Address: 0048c761  symbol£ºloc_48C761
seg:offset: 0001:0008B76A  Address: 0048c76a  symbol£º___acrt_stdio_flush_nolock
seg:offset: 0001:0008B77E  Address: 0048c77e  symbol£ºloc_48C77E
seg:offset: 0001:0008B782  Address: 0048c782  symbol£ºloc_48C782
seg:offset: 0001:0008B7BB  Address: 0048c7bb  symbol£ºloc_48C7BB
seg:offset: 0001:0008B7CA  Address: 0048c7ca  symbol£ºloc_48C7CA
seg:offset: 0001:0008B7CC  Address: 0048c7cc  symbol£ºloc_48C7CC
seg:offset: 0001:0008B7CD  Address: 0048c7cd  symbol£ºloc_48C7CD
seg:offset: 0001:0008B7D0  Address: 0048c7d0  symbol£º__fflush_nolock
seg:offset: 0001:0008B7E6  Address: 0048c7e6  symbol£ºloc_48C7E6
seg:offset: 0001:0008B7F1  Address: 0048c7f1  symbol£ºloc_48C7F1
seg:offset: 0001:0008B7F6  Address: 0048c7f6  symbol£ºloc_48C7F6
seg:offset: 0001:0008B812  Address: 0048c812  symbol£ºloc_48C812
seg:offset: 0001:0008B814  Address: 0048c814  symbol£ºloc_48C814
seg:offset: 0001:0008B817  Address: 0048c817  symbol£ºsub_48C817
seg:offset: 0001:0008B820  Address: 0048c820  symbol£º_common_flush_all
seg:offset: 0001:0008B854  Address: 0048c854  symbol£ºloc_48C854
seg:offset: 0001:0008B892  Address: 0048c892  symbol£ºloc_48C892
seg:offset: 0001:0008B8AE  Address: 0048c8ae  symbol£ºloc_48C8AE
seg:offset: 0001:0008B8B7  Address: 0048c8b7  symbol£ºloc_48C8B7
seg:offset: 0001:0008B8BA  Address: 0048c8ba  symbol£ºloc_48C8BA
seg:offset: 0001:0008B8BF  Address: 0048c8bf  symbol£ºloc_48C8BF
seg:offset: 0001:0008B8C5  Address: 0048c8c5  symbol£ºloc_48C8C5
seg:offset: 0001:0008B8CF  Address: 0048c8cf  symbol£ºloc_48C8CF
seg:offset: 0001:0008B8DB  Address: 0048c8db  symbol£ºloc_48C8DB
seg:offset: 0001:0008B8E6  Address: 0048c8e6  symbol£ºloc_48C8E6
seg:offset: 0001:0008B8EC  Address: 0048c8ec  symbol£ºloc_48C8EC
seg:offset: 0001:0008B8EF  Address: 0048c8ef  symbol£ºloc_48C8EF
seg:offset: 0001:0008B8F8  Address: 0048c8f8  symbol£º___acrt_stdio_free_buffer_nolock
seg:offset: 0001:0008B932  Address: 0048c932  symbol£ºloc_48C932
seg:offset: 0001:0008B936  Address: 0048c936  symbol£ºinitialize_inherited_file_handles_nolock(void)
seg:offset: 0001:0008B976  Address: 0048c976  symbol£ºloc_48C976
seg:offset: 0001:0008B988  Address: 0048c988  symbol£ºloc_48C988
seg:offset: 0001:0008B992  Address: 0048c992  symbol£ºloc_48C992
seg:offset: 0001:0008B9B5  Address: 0048c9b5  symbol£ºloc_48C9B5
seg:offset: 0001:0008B9D6  Address: 0048c9d6  symbol£ºloc_48C9D6
seg:offset: 0001:0008B9D9  Address: 0048c9d9  symbol£ºloc_48C9D9
seg:offset: 0001:0008B9E5  Address: 0048c9e5  symbol£ºloc_48C9E5
seg:offset: 0001:0008B9E8  Address: 0048c9e8  symbol£ºloc_48C9E8
seg:offset: 0001:0008B9EC  Address: 0048c9ec  symbol£ºinitialize_stdio_handles_nolock(void)
seg:offset: 0001:0008B9F3  Address: 0048c9f3  symbol£ºloc_48C9F3
seg:offset: 0001:0008BA19  Address: 0048ca19  symbol£ºloc_48CA19
seg:offset: 0001:0008BA30  Address: 0048ca30  symbol£ºloc_48CA30
seg:offset: 0001:0008BA34  Address: 0048ca34  symbol£ºloc_48CA34
seg:offset: 0001:0008BA36  Address: 0048ca36  symbol£ºloc_48CA36
seg:offset: 0001:0008BA52  Address: 0048ca52  symbol£ºloc_48CA52
seg:offset: 0001:0008BA54  Address: 0048ca54  symbol£ºloc_48CA54
seg:offset: 0001:0008BA6B  Address: 0048ca6b  symbol£ºloc_48CA6B
seg:offset: 0001:0008BA76  Address: 0048ca76  symbol£ºloc_48CA76
seg:offset: 0001:0008BA94  Address: 0048ca94  symbol£ºloc_48CA94
seg:offset: 0001:0008BAA2  Address: 0048caa2  symbol£º___acrt_initialize_lowio
seg:offset: 0001:0008BAD8  Address: 0048cad8  symbol£ºloc_48CAD8
seg:offset: 0001:0008BAE4  Address: 0048cae4  symbol£ºloc_48CAE4
seg:offset: 0001:0008BAEC  Address: 0048caec  symbol£ºloc_48CAEC
seg:offset: 0001:0008BAEF  Address: 0048caef  symbol£ºloc_48CAEF
seg:offset: 0001:0008BAF8  Address: 0048caf8  symbol£º___acrt_uninitialize_lowio
seg:offset: 0001:0008BAFD  Address: 0048cafd  symbol£ºloc_48CAFD
seg:offset: 0001:0008BB15  Address: 0048cb15  symbol£ºloc_48CB15
seg:offset: 0001:0008BB24  Address: 0048cb24  symbol£º__isdigit_l
seg:offset: 0001:0008BB58  Address: 0048cb58  symbol£ºloc_48CB58
seg:offset: 0001:0008BB5C  Address: 0048cb5c  symbol£º__isspace_l
seg:offset: 0001:0008BB90  Address: 0048cb90  symbol£ºloc_48CB90
seg:offset: 0001:0008BB94  Address: 0048cb94  symbol£º_isdigit
seg:offset: 0001:0008BBB0  Address: 0048cbb0  symbol£ºloc_48CBB0
seg:offset: 0001:0008BBC1  Address: 0048cbc1  symbol£º_isspace
seg:offset: 0001:0008BBDD  Address: 0048cbdd  symbol£ºloc_48CBDD
seg:offset: 0001:0008BBEE  Address: 0048cbee  symbol£ºcommon_tox_l<&internal_isupper_l(int,__crt_locale_pointers * const),&internal_map_lower(int,__crt_locale_pointers * const)>(int,ulong,__crt_locale_pointers * const)
seg:offset: 0001:0008BC3A  Address: 0048cc3a  symbol£ºloc_48CC3A
seg:offset: 0001:0008BC41  Address: 0048cc41  symbol£ºloc_48CC41
seg:offset: 0001:0008BC51  Address: 0048cc51  symbol£ºloc_48CC51
seg:offset: 0001:0008BC58  Address: 0048cc58  symbol£ºloc_48CC58
seg:offset: 0001:0008BC98  Address: 0048cc98  symbol£ºloc_48CC98
seg:offset: 0001:0008BCAE  Address: 0048ccae  symbol£ºloc_48CCAE
seg:offset: 0001:0008BCF9  Address: 0048ccf9  symbol£ºloc_48CCF9
seg:offset: 0001:0008BD14  Address: 0048cd14  symbol£ºloc_48CD14
seg:offset: 0001:0008BD31  Address: 0048cd31  symbol£ºloc_48CD31
seg:offset: 0001:0008BD33  Address: 0048cd33  symbol£ºloc_48CD33
seg:offset: 0001:0008BD38  Address: 0048cd38  symbol£ºinternal_isupper_l(int,__crt_locale_pointers * const)
seg:offset: 0001:0008BD55  Address: 0048cd55  symbol£º__tolower_l
seg:offset: 0001:0008BD6F  Address: 0048cd6f  symbol£º_tolower
seg:offset: 0001:0008BD8D  Address: 0048cd8d  symbol£ºloc_48CD8D
seg:offset: 0001:0008BD9B  Address: 0048cd9b  symbol£ºloc_48CD9B
seg:offset: 0001:0008BD9F  Address: 0048cd9f  symbol£ºunknown_libname_41
seg:offset: 0001:0008BDB8  Address: 0048cdb8  symbol£ºloc_48CDB8
seg:offset: 0001:0008BDBA  Address: 0048cdba  symbol£º_strtol
seg:offset: 0001:0008BDE6  Address: 0048cde6  symbol£º__strtoui64
seg:offset: 0001:0008BE12  Address: 0048ce12  symbol£º__mbtowc_l
seg:offset: 0001:0008BE3B  Address: 0048ce3b  symbol£ºloc_48CE3B
seg:offset: 0001:0008BE3D  Address: 0048ce3d  symbol£ºloc_48CE3D
seg:offset: 0001:0008BE43  Address: 0048ce43  symbol£ºloc_48CE43
seg:offset: 0001:0008BE68  Address: 0048ce68  symbol£ºloc_48CE68
seg:offset: 0001:0008BE70  Address: 0048ce70  symbol£ºloc_48CE70
seg:offset: 0001:0008BEB3  Address: 0048ceb3  symbol£ºloc_48CEB3
seg:offset: 0001:0008BEB6  Address: 0048ceb6  symbol£ºloc_48CEB6
seg:offset: 0001:0008BEBE  Address: 0048cebe  symbol£ºloc_48CEBE
seg:offset: 0001:0008BEC3  Address: 0048cec3  symbol£ºloc_48CEC3
seg:offset: 0001:0008BEE6  Address: 0048cee6  symbol£ºloc_48CEE6
seg:offset: 0001:0008BEF4  Address: 0048cef4  symbol£ºloc_48CEF4
seg:offset: 0001:0008BF04  Address: 0048cf04  symbol£ºloc_48CF04
seg:offset: 0001:0008BF0C  Address: 0048cf0c  symbol£º_mbtowc
seg:offset: 0001:0008BF26  Address: 0048cf26  symbol£º__wctomb_s_l
seg:offset: 0001:0008BF48  Address: 0048cf48  symbol£ºloc_48CF48
seg:offset: 0001:0008BF4C  Address: 0048cf4c  symbol£ºloc_48CF4C
seg:offset: 0001:0008BF56  Address: 0048cf56  symbol£ºloc_48CF56
seg:offset: 0001:0008BF70  Address: 0048cf70  symbol£ºloc_48CF70
seg:offset: 0001:0008BFA9  Address: 0048cfa9  symbol£ºloc_48CFA9
seg:offset: 0001:0008BFB3  Address: 0048cfb3  symbol£ºloc_48CFB3
seg:offset: 0001:0008BFC3  Address: 0048cfc3  symbol£ºloc_48CFC3
seg:offset: 0001:0008BFC6  Address: 0048cfc6  symbol£ºloc_48CFC6
seg:offset: 0001:0008BFCC  Address: 0048cfcc  symbol£ºloc_48CFCC
seg:offset: 0001:0008BFD6  Address: 0048cfd6  symbol£ºloc_48CFD6
seg:offset: 0001:0008BFE5  Address: 0048cfe5  symbol£ºloc_48CFE5
seg:offset: 0001:0008C015  Address: 0048d015  symbol£ºloc_48D015
seg:offset: 0001:0008C033  Address: 0048d033  symbol£ºloc_48D033
seg:offset: 0001:0008C047  Address: 0048d047  symbol£º_wctomb_s
seg:offset: 0001:0008C064  Address: 0048d064  symbol£º_strnlen
seg:offset: 0001:0008C091  Address: 0048d091  symbol£ºloc_48D091
seg:offset: 0001:0008C09A  Address: 0048d09a  symbol£ºloc_48D09A
seg:offset: 0001:0008C0A4  Address: 0048d0a4  symbol£ºloc_48D0A4
seg:offset: 0001:0008C0C3  Address: 0048d0c3  symbol£ºloc_48D0C3
seg:offset: 0001:0008C0D2  Address: 0048d0d2  symbol£ºloc_48D0D2
seg:offset: 0001:0008C0D6  Address: 0048d0d6  symbol£ºloc_48D0D6
seg:offset: 0001:0008C0DD  Address: 0048d0dd  symbol£ºloc_48D0DD
seg:offset: 0001:0008C0E3  Address: 0048d0e3  symbol£ºloc_48D0E3
seg:offset: 0001:0008C0E7  Address: 0048d0e7  symbol£ºloc_48D0E7
seg:offset: 0001:0008C0F1  Address: 0048d0f1  symbol£ºloc_48D0F1
seg:offset: 0001:0008C112  Address: 0048d112  symbol£ºloc_48D112
seg:offset: 0001:0008C11B  Address: 0048d11b  symbol£ºloc_48D11B
seg:offset: 0001:0008C125  Address: 0048d125  symbol£ºloc_48D125
seg:offset: 0001:0008C140  Address: 0048d140  symbol£ºloc_48D140
seg:offset: 0001:0008C152  Address: 0048d152  symbol£ºloc_48D152
seg:offset: 0001:0008C156  Address: 0048d156  symbol£ºloc_48D156
seg:offset: 0001:0008C15D  Address: 0048d15d  symbol£ºloc_48D15D
seg:offset: 0001:0008C163  Address: 0048d163  symbol£ºloc_48D163
seg:offset: 0001:0008C167  Address: 0048d167  symbol£ºloc_48D167
seg:offset: 0001:0008C16B  Address: 0048d16b  symbol£ºloc_48D16B
seg:offset: 0001:0008C179  Address: 0048d179  symbol£ºloc_48D179
seg:offset: 0001:0008C183  Address: 0048d183  symbol£ºloc_48D183
seg:offset: 0001:0008C185  Address: 0048d185  symbol£ºloc_48D185
seg:offset: 0001:0008C18B  Address: 0048d18b  symbol£º_wcsnlen
seg:offset: 0001:0008C1BB  Address: 0048d1bb  symbol£ºloc_48D1BB
seg:offset: 0001:0008C1D0  Address: 0048d1d0  symbol£ºloc_48D1D0
seg:offset: 0001:0008C1EB  Address: 0048d1eb  symbol£ºloc_48D1EB
seg:offset: 0001:0008C1FA  Address: 0048d1fa  symbol£ºloc_48D1FA
seg:offset: 0001:0008C207  Address: 0048d207  symbol£ºloc_48D207
seg:offset: 0001:0008C22A  Address: 0048d22a  symbol£ºloc_48D22A
seg:offset: 0001:0008C239  Address: 0048d239  symbol£ºloc_48D239
seg:offset: 0001:0008C23D  Address: 0048d23d  symbol£ºloc_48D23D
seg:offset: 0001:0008C248  Address: 0048d248  symbol£ºloc_48D248
seg:offset: 0001:0008C250  Address: 0048d250  symbol£ºloc_48D250
seg:offset: 0001:0008C254  Address: 0048d254  symbol£ºloc_48D254
seg:offset: 0001:0008C260  Address: 0048d260  symbol£ºloc_48D260
seg:offset: 0001:0008C280  Address: 0048d280  symbol£ºloc_48D280
seg:offset: 0001:0008C295  Address: 0048d295  symbol£ºloc_48D295
seg:offset: 0001:0008C2B0  Address: 0048d2b0  symbol£ºloc_48D2B0
seg:offset: 0001:0008C2BF  Address: 0048d2bf  symbol£ºloc_48D2BF
seg:offset: 0001:0008C2CC  Address: 0048d2cc  symbol£ºloc_48D2CC
seg:offset: 0001:0008C2EB  Address: 0048d2eb  symbol£ºloc_48D2EB
seg:offset: 0001:0008C2FD  Address: 0048d2fd  symbol£ºloc_48D2FD
seg:offset: 0001:0008C301  Address: 0048d301  symbol£ºloc_48D301
seg:offset: 0001:0008C30C  Address: 0048d30c  symbol£ºloc_48D30C
seg:offset: 0001:0008C314  Address: 0048d314  symbol£ºloc_48D314
seg:offset: 0001:0008C318  Address: 0048d318  symbol£ºloc_48D318
seg:offset: 0001:0008C31C  Address: 0048d31c  symbol£ºloc_48D31C
seg:offset: 0001:0008C32A  Address: 0048d32a  symbol£ºloc_48D32A
seg:offset: 0001:0008C336  Address: 0048d336  symbol£ºloc_48D336
seg:offset: 0001:0008C338  Address: 0048d338  symbol£ºloc_48D338
seg:offset: 0001:0008C33A  Address: 0048d33a  symbol£ºloc_48D33A
seg:offset: 0001:0008C342  Address: 0048d342  symbol£º??$?RV<lambda_3518db117f0e7cdb002338c5d3c47b6c>@@AAV<lambda_b2ea41f6bbb362cd97d94c6828d90b61>@@V<lambda_abdedf541bb04549bc734292b4a045d4>@@@?$__crt_seh_guarded_call@X@@QAEX$$QAV<lambda_3518db117f0e7cdb002338c5d3c47b6c>@@AAV<lambda_b2ea41f6bbb362cd97d94c6828d90b61>@@$$QAV<lambda_abdedf541bb04549bc734292b4a045d4>@@@Z
seg:offset: 0001:0008C37E  Address: 0048d37e  symbol£ºloc_48D37E
seg:offset: 0001:0008C386  Address: 0048d386  symbol£ºloc_48D386
seg:offset: 0001:0008C392  Address: 0048d392  symbol£º??$?RV<lambda_51b6e8b1eb166f2a3faf91f424b38130>@@AAV<lambda_6250bd4b2a391816dd638c3bf72b0bcb>@@V<lambda_0b5a4a3e68152e1d9b943535f5f47bed>@@@?$__crt_seh_guarded_call@X@@QAEX$$QAV<lambda_51b6e8b1eb166f2a3faf91f424b38130>@@AAV<lambda_6250bd4b2a391816dd638c3bf72b0bcb>@@$$QAV<lambda_0b5a4a3e68152e1d9b943535f5f47bed>@@@Z
seg:offset: 0001:0008C3D3  Address: 0048d3d3  symbol£ºloc_48D3D3
seg:offset: 0001:0008C3DF  Address: 0048d3df  symbol£ºloc_48D3DF
seg:offset: 0001:0008C3E7  Address: 0048d3e7  symbol£ºloc_48D3E7
seg:offset: 0001:0008C3F3  Address: 0048d3f3  symbol£º??$?RV<lambda_5b71d36f03204c0beab531769a5b5694>@@AAV<lambda_be2b3da3f62db62e9dad5dc70221a656>@@V<lambda_8f9ce462984622f9bf76b59e2aaaf805>@@@?$__crt_seh_guarded_call@X@@QAEX$$QAV<lambda_5b71d36f03204c0beab531769a5b5694>@@AAV<lambda_be2b3da3f62db62e9dad5dc70221a656>@@$$QAV<lambda_8f9ce462984622f9bf76b59e2aaaf805>@@@Z
seg:offset: 0001:0008C42A  Address: 0048d42a  symbol£ºloc_48D42A
seg:offset: 0001:0008C432  Address: 0048d432  symbol£ºloc_48D432
seg:offset: 0001:0008C43E  Address: 0048d43e  symbol£º??$?RV<lambda_9df27f884b057bc3edfc946cb5b7cf47>@@AAV<lambda_e69574bed617af4e071282c136b37893>@@V<lambda_cc0d902bcbbeb830f749456577db4721>@@@?$__crt_seh_guarded_call@X@@QAEX$$QAV<lambda_9df27f884b057bc3edfc946cb5b7cf47>@@AAV<lambda_e69574bed617af4e071282c136b37893>@@$$QAV<lambda_cc0d902bcbbeb830f749456577db4721>@@@Z
seg:offset: 0001:0008C472  Address: 0048d472  symbol£ºloc_48D472
seg:offset: 0001:0008C47A  Address: 0048d47a  symbol£ºloc_48D47A
seg:offset: 0001:0008C486  Address: 0048d486  symbol£º??$__acrt_lock_and_call@V<lambda_6250bd4b2a391816dd638c3bf72b0bcb>@@@@YAXW4__acrt_lock_id@@$$QAV<lambda_6250bd4b2a391816dd638c3bf72b0bcb>@@@Z
seg:offset: 0001:0008C4AE  Address: 0048d4ae  symbol£ºsub_48D4AE
seg:offset: 0001:0008C4D6  Address: 0048d4d6  symbol£ºsub_48D4D6
seg:offset: 0001:0008C4FE  Address: 0048d4fe  symbol£ºsub_48D4FE
seg:offset: 0001:0008C526  Address: 0048d526  symbol£ºconstruct_ptd(__acrt_ptd * const,__crt_locale_data * * const)
seg:offset: 0001:0008C59F  Address: 0048d59f  symbol£ºdestroy_fls(void *)
seg:offset: 0001:0008C5BC  Address: 0048d5bc  symbol£ºloc_48D5BC
seg:offset: 0001:0008C5C0  Address: 0048d5c0  symbol£ºdestroy_ptd(__acrt_ptd * const)
seg:offset: 0001:0008C5DD  Address: 0048d5dd  symbol£ºloc_48D5DD
seg:offset: 0001:0008C669  Address: 0048d669  symbol£ºreplace_current_thread_locale_nolock(__acrt_ptd * const,__crt_locale_data * const)
seg:offset: 0001:0008C6A0  Address: 0048d6a0  symbol£ºloc_48D6A0
seg:offset: 0001:0008C6B2  Address: 0048d6b2  symbol£ºloc_48D6B2
seg:offset: 0001:0008C6B4  Address: 0048d6b4  symbol£º___acrt_getptd
seg:offset: 0001:0008C6D6  Address: 0048d6d6  symbol£ºloc_48D6D6
seg:offset: 0001:0008C6EB  Address: 0048d6eb  symbol£ºloc_48D6EB
seg:offset: 0001:0008C6F3  Address: 0048d6f3  symbol£ºloc_48D6F3
seg:offset: 0001:0008C706  Address: 0048d706  symbol£ºloc_48D706
seg:offset: 0001:0008C71F  Address: 0048d71f  symbol£ºloc_48D71F
seg:offset: 0001:0008C72B  Address: 0048d72b  symbol£ºloc_48D72B
seg:offset: 0001:0008C738  Address: 0048d738  symbol£º___acrt_getptd_noexit
seg:offset: 0001:0008C75D  Address: 0048d75d  symbol£ºloc_48D75D
seg:offset: 0001:0008C772  Address: 0048d772  symbol£ºloc_48D772
seg:offset: 0001:0008C77A  Address: 0048d77a  symbol£ºloc_48D77A
seg:offset: 0001:0008C78D  Address: 0048d78d  symbol£ºloc_48D78D
seg:offset: 0001:0008C7A5  Address: 0048d7a5  symbol£ºloc_48D7A5
seg:offset: 0001:0008C7AE  Address: 0048d7ae  symbol£ºloc_48D7AE
seg:offset: 0001:0008C7B7  Address: 0048d7b7  symbol£ºloc_48D7B7
seg:offset: 0001:0008C7BD  Address: 0048d7bd  symbol£º___acrt_initialize_ptd
seg:offset: 0001:0008C7D1  Address: 0048d7d1  symbol£ºloc_48D7D1
seg:offset: 0001:0008C7D4  Address: 0048d7d4  symbol£ºloc_48D7D4
seg:offset: 0001:0008C7E6  Address: 0048d7e6  symbol£ºloc_48D7E6
seg:offset: 0001:0008C7E9  Address: 0048d7e9  symbol£º___acrt_uninitialize_ptd
seg:offset: 0001:0008C800  Address: 0048d800  symbol£ºloc_48D800
seg:offset: 0001:0008C803  Address: 0048d803  symbol£ºsub_48D803
seg:offset: 0001:0008C82D  Address: 0048d82d  symbol£ºloc_48D82D
seg:offset: 0001:0008C830  Address: 0048d830  symbol£ºsub_48D830
seg:offset: 0001:0008C85A  Address: 0048d85a  symbol£ºloc_48D85A
seg:offset: 0001:0008C85D  Address: 0048d85d  symbol£º__acrt_fp_classify(double const &)
seg:offset: 0001:0008C894  Address: 0048d894  symbol£ºloc_48D894
seg:offset: 0001:0008C8B1  Address: 0048d8b1  symbol£ºloc_48D8B1
seg:offset: 0001:0008C8B4  Address: 0048d8b4  symbol£ºloc_48D8B4
seg:offset: 0001:0008C8BE  Address: 0048d8be  symbol£ºloc_48D8BE
seg:offset: 0001:0008C8C2  Address: 0048d8c2  symbol£ºloc_48D8C2
seg:offset: 0001:0008C8C4  Address: 0048d8c4  symbol£ºloc_48D8C4
seg:offset: 0001:0008C8C9  Address: 0048d8c9  symbol£º__acrt_fp_is_negative(double const &)
seg:offset: 0001:0008C8E3  Address: 0048d8e3  symbol£ºloc_48D8E3
seg:offset: 0001:0008C8E7  Address: 0048d8e7  symbol£ºfp_format_a(double const * const,char *,uint,char * const,uint,int,bool,uint,__crt_locale_pointers * const)
seg:offset: 0001:0008C8FD  Address: 0048d8fd  symbol£ºloc_48D8FD
seg:offset: 0001:0008C929  Address: 0048d929  symbol£ºloc_48D929
seg:offset: 0001:0008C96F  Address: 0048d96f  symbol£ºloc_48D96F
seg:offset: 0001:0008C990  Address: 0048d990  symbol£ºloc_48D990
seg:offset: 0001:0008C997  Address: 0048d997  symbol£ºloc_48D997
seg:offset: 0001:0008C9A7  Address: 0048d9a7  symbol£ºloc_48D9A7
seg:offset: 0001:0008C9E8  Address: 0048d9e8  symbol£ºloc_48D9E8
seg:offset: 0001:0008C9F1  Address: 0048d9f1  symbol£ºloc_48D9F1
seg:offset: 0001:0008C9F5  Address: 0048d9f5  symbol£ºloc_48D9F5
seg:offset: 0001:0008CA04  Address: 0048da04  symbol£ºloc_48DA04
seg:offset: 0001:0008CA13  Address: 0048da13  symbol£ºloc_48DA13
seg:offset: 0001:0008CA29  Address: 0048da29  symbol£ºloc_48DA29
seg:offset: 0001:0008CA3B  Address: 0048da3b  symbol£ºloc_48DA3B
seg:offset: 0001:0008CA6A  Address: 0048da6a  symbol£ºloc_48DA6A
seg:offset: 0001:0008CA92  Address: 0048da92  symbol£ºloc_48DA92
seg:offset: 0001:0008CABE  Address: 0048dabe  symbol£ºloc_48DABE
seg:offset: 0001:0008CACA  Address: 0048daca  symbol£ºloc_48DACA
seg:offset: 0001:0008CACF  Address: 0048dacf  symbol£ºloc_48DACF
seg:offset: 0001:0008CAE5  Address: 0048dae5  symbol£ºloc_48DAE5
seg:offset: 0001:0008CAEB  Address: 0048daeb  symbol£ºloc_48DAEB
seg:offset: 0001:0008CAEE  Address: 0048daee  symbol£ºloc_48DAEE
seg:offset: 0001:0008CB02  Address: 0048db02  symbol£ºloc_48DB02
seg:offset: 0001:0008CB0C  Address: 0048db0c  symbol£ºloc_48DB0C
seg:offset: 0001:0008CB41  Address: 0048db41  symbol£ºloc_48DB41
seg:offset: 0001:0008CB4A  Address: 0048db4a  symbol£ºloc_48DB4A
seg:offset: 0001:0008CB58  Address: 0048db58  symbol£ºloc_48DB58
seg:offset: 0001:0008CB6E  Address: 0048db6e  symbol£ºloc_48DB6E
seg:offset: 0001:0008CB84  Address: 0048db84  symbol£ºloc_48DB84
seg:offset: 0001:0008CB8F  Address: 0048db8f  symbol£ºloc_48DB8F
seg:offset: 0001:0008CBA2  Address: 0048dba2  symbol£ºloc_48DBA2
seg:offset: 0001:0008CBB1  Address: 0048dbb1  symbol£ºloc_48DBB1
seg:offset: 0001:0008CBC4  Address: 0048dbc4  symbol£ºloc_48DBC4
seg:offset: 0001:0008CBD1  Address: 0048dbd1  symbol£ºloc_48DBD1
seg:offset: 0001:0008CBE1  Address: 0048dbe1  symbol£ºloc_48DBE1
seg:offset: 0001:0008CBEA  Address: 0048dbea  symbol£ºfp_format_e(double const * const,char * const,uint,char * const,uint,int,bool,uint,__crt_locale_pointers * const)
seg:offset: 0001:0008CC34  Address: 0048dc34  symbol£ºloc_48DC34
seg:offset: 0001:0008CC63  Address: 0048dc63  symbol£ºloc_48DC63
seg:offset: 0001:0008CC7F  Address: 0048dc7f  symbol£ºloc_48DC7F
seg:offset: 0001:0008CC85  Address: 0048dc85  symbol£ºfp_format_e_internal(char * const,uint,int,bool,uint,_strflt * const,bool,__crt_locale_pointers * const)
seg:offset: 0001:0008CC9A  Address: 0048dc9a  symbol£ºloc_48DC9A
seg:offset: 0001:0008CC9C  Address: 0048dc9c  symbol£ºloc_48DC9C
seg:offset: 0001:0008CCB5  Address: 0048dcb5  symbol£ºloc_48DCB5
seg:offset: 0001:0008CCBB  Address: 0048dcbb  symbol£ºloc_48DCBB
seg:offset: 0001:0008CCF6  Address: 0048dcf6  symbol£ºloc_48DCF6
seg:offset: 0001:0008CD06  Address: 0048dd06  symbol£ºloc_48DD06
seg:offset: 0001:0008CD1F  Address: 0048dd1f  symbol£ºloc_48DD1F
seg:offset: 0001:0008CD39  Address: 0048dd39  symbol£ºloc_48DD39
seg:offset: 0001:0008CD58  Address: 0048dd58  symbol£ºloc_48DD58
seg:offset: 0001:0008CD71  Address: 0048dd71  symbol£ºloc_48DD71
seg:offset: 0001:0008CD80  Address: 0048dd80  symbol£ºloc_48DD80
seg:offset: 0001:0008CD8F  Address: 0048dd8f  symbol£ºloc_48DD8F
seg:offset: 0001:0008CD92  Address: 0048dd92  symbol£ºloc_48DD92
seg:offset: 0001:0008CDAC  Address: 0048ddac  symbol£ºloc_48DDAC
seg:offset: 0001:0008CDBC  Address: 0048ddbc  symbol£ºloc_48DDBC
seg:offset: 0001:0008CDC3  Address: 0048ddc3  symbol£ºloc_48DDC3
seg:offset: 0001:0008CDD0  Address: 0048ddd0  symbol£ºfp_format_f(double const * const,char * const,uint,char * const,uint,int,__crt_locale_pointers * const)
seg:offset: 0001:0008CE16  Address: 0048de16  symbol£ºloc_48DE16
seg:offset: 0001:0008CE41  Address: 0048de41  symbol£ºloc_48DE41
seg:offset: 0001:0008CE57  Address: 0048de57  symbol£ºloc_48DE57
seg:offset: 0001:0008CE5D  Address: 0048de5d  symbol£ºfp_format_f_internal(char * const,uint,int,_strflt * const,bool,__crt_locale_pointers * const)
seg:offset: 0001:0008CE9A  Address: 0048de9a  symbol£ºloc_48DE9A
seg:offset: 0001:0008CEA7  Address: 0048dea7  symbol£ºloc_48DEA7
seg:offset: 0001:0008CEC3  Address: 0048dec3  symbol£ºloc_48DEC3
seg:offset: 0001:0008CEC5  Address: 0048dec5  symbol£ºloc_48DEC5
seg:offset: 0001:0008CF00  Address: 0048df00  symbol£ºloc_48DF00
seg:offset: 0001:0008CF04  Address: 0048df04  symbol£ºloc_48DF04
seg:offset: 0001:0008CF1B  Address: 0048df1b  symbol£ºloc_48DF1B
seg:offset: 0001:0008CF2E  Address: 0048df2e  symbol£ºloc_48DF2E
seg:offset: 0001:0008CF34  Address: 0048df34  symbol£ºfp_format_g(double const * const,char * const,uint,char * const,uint,int,bool,uint,__crt_locale_pointers * const)
seg:offset: 0001:0008CF88  Address: 0048df88  symbol£ºloc_48DF88
seg:offset: 0001:0008CFA0  Address: 0048dfa0  symbol£ºloc_48DFA0
seg:offset: 0001:0008CFB7  Address: 0048dfb7  symbol£ºloc_48DFB7
seg:offset: 0001:0008CFC1  Address: 0048dfc1  symbol£ºloc_48DFC1
